size,total_sqft,bath,price,site_location,bhk,price_per_sqft
3 BHK,1520.0,2.0,81.0,Model colony,3,5328.9473684210525
2 BHK,1170.0,2.0,45.51,Mundhawa,2,3889.74358974359
3 BHK,1580.0,3.0,75.0,Nagar Road,3,4746.835443037975
3 BHK,1777.26,3.0,89.0,Nana Peth,3,5007.7084950991975
2 BHK,1303.0,2.0,55.78,Narayan Peth,2,4280.890253261704
2 BHK,1680.0,2.0,59.0,Narayangaon,2,3511.904761904762
3 BHK,1495.0,2.0,70.0,Navi Peth,3,4682.274247491639
3 BHK,1835.0,3.0,108.0,Padmavati,3,5885.558583106267
3 Bedroom,610.0,3.0,60.0,Parvati Darshan,3,9836.065573770491
2 BHK,1080.0,2.0,38.0,Pashan,2,3518.5185185185187
2 BHK,1025.0,2.0,29.61,Paud Road,2,2888.7804878048782
2 BHK,1225.0,2.0,67.48,Pirangut,2,5508.571428571428
1 BHK,656.0,1.0,34.77,Prabhat Road,1,5300.304878048782
2 BHK,994.0,2.0,45.0,Pune Railway Station,2,4527.162977867203
2 BHK,1025.0,2.0,65.0,Rasta Peth,2,6341.463414634146
2 BHK,1156.0,2.0,52.0,Raviwar Peth,2,4498.269896193771
2 BHK,1250.0,2.0,60.0,Sadashiv Peth,2,4800.0
4 Bedroom,3092.0,4.0,230.0,Sahakar Nagar,4,7438.551099611902
3 BHK,1930.0,4.0,122.0,Salunke Vihar,3,6321.243523316062
2 BHK,1020.0,2.0,70.0,Sasson Road,2,6862.745098039216
3 BHK,1310.0,2.0,70.0,Satara Road,3,5343.511450381679
1 BHK,612.5,1.0,27.565,Senapati Bapat Road,1,4500.408163265306
2 BHK,1322.0,2.0,70.0,Shaniwar Peth,2,5295.00756429652
2 BHK,1160.0,2.0,57.0,Shivaji Nagar,2,4913.793103448276
2 BHK,1100.0,2.0,48.0,Shukrawar Peth,2,4363.636363636364
3 BHK,1720.0,3.0,150.0,Sinhagad Road,3,8720.93023255814
3 BHK,1689.0,3.0,103.0,Somwar Peth,3,6098.283007696862
2 BHK,1090.0,2.0,47.42,Swargate,2,4350.45871559633
2 BHK,2000.0,2.0,75.0,Tilak Road,2,3750.0
2 BHK,1155.0,2.0,69.0,Uruli Devachi,2,5974.025974025974
6 Bedroom,4000.0,6.0,230.0,Vadgaon Budruk,6,5750.0
4 Bedroom,3913.0,5.0,176.0,Wadgaon Sheri,4,4497.827753641707
3 BHK,3520.0,5.0,320.0,Viman Nagar,3,9090.90909090909
2 BHK,1125.0,2.0,39.98,Vishrant Wadi,2,3553.7777777777774
3 BHK,1847.0,3.0,92.0,Wagholi,3,4981.050351922036
3 BHK,1515.0,2.0,76.0,Wakadewadi,3,5016.501650165016
8 Bedroom,3450.0,7.0,225.0,Wanowrie,8,6521.739130434783
5 Bedroom,2500.0,3.0,120.0,Warje,5,4800.0
2 BHK,1130.0,2.0,55.0,Yerawada,2,4867.256637168141
2 BHK,1049.0,2.0,51.0,Alandi Road,2,4861.773117254528
3 BHK,2650.0,4.0,175.0,Ambegaon Budruk,3,6603.773584905661
2 BHK,850.0,2.0,25.4,Anandnagar,2,2988.235294117647
3 BHK,1842.0,3.0,115.0,Aundh,3,6243.213897937025
5 Bedroom,2600.0,5.0,370.0,Aundh Road,5,14230.76923076923
2 BHK,1282.0,2.0,72.0,Balaji Nagar,2,5616.224648985959
2 BHK,800.0,2.0,40.0,Baner,2,5000.0
4 Bedroom,1200.0,4.0,240.0,Baner road,4,20000.0
3 BHK,1190.0,2.0,30.35,Bhandarkar Road,3,2550.4201680672268
3 BHK,1318.0,2.0,68.0,Bhavani Peth,3,5159.332321699545
2 BHK,1698.0,2.0,105.0,Bibvewadi,2,6183.745583038869
3 BHK,2030.0,2.0,182.0,Bopodi,3,8965.51724137931
3 BHK,1276.0,2.0,31.9,Budhwar Peth,3,2500.0
3 BHK,1555.0,2.0,67.0,Bund Garden Road,3,4308.681672025724
3 BHK,1881.0,3.0,145.0,Camp,3,7708.665603402445
3 BHK,2900.0,3.0,325.0,Chandan Nagar,3,11206.896551724138
3 BHK,1890.0,3.0,109.0,Dapodi,3,5767.195767195767
5 BHK,900.0,5.0,135.0,Deccan Gymkhana,5,15000.0
2 BHK,935.0,2.0,32.0,Dehu Road,2,3422.4598930481284
2 BHK,1000.0,2.0,58.0,Dhankawadi,2,5800.0
3 BHK,1510.0,3.0,75.0,Dhayari Phata,3,4966.887417218543
2 BHK,1120.0,2.0,50.0,Dhole Patil Road,2,4464.285714285715
2 BHK,930.0,2.0,25.99,Erandwane,2,2794.6236559139784
3 BHK,1160.0,2.0,42.0,Fatima Nagar,3,3620.689655172414
2 BHK,1419.0,2.0,48.1,Fergusson College Road,2,3389.7110641296686
2 BHK,1175.0,2.0,62.0,Ganesh Peth,2,5276.595744680851
3 BHK,1350.0,2.0,63.0,Ganeshkhind,3,4666.666666666667
3 BHK,2215.0,3.0,330.0,Ghorpade Peth,3,14898.419864559819
2 BHK,996.0,2.0,24.9,Ghorpadi,2,2500.0
2 BHK,1076.0,2.0,30.13,Gokhale Nagar,2,2800.185873605948
4 BHK,2180.0,4.0,115.0,Gultekdi,4,5275.229357798165
3 BHK,1715.0,3.0,112.0,Guruwar peth,3,6530.6122448979595
2 BHK,1072.0,2.0,45.0,Hadapsar,2,4197.761194029851
2 BHK,1230.0,2.0,80.0,Hadapsar Industrial Estate,2,6504.065040650406
3 BHK,1600.0,2.0,65.0,Hingne Khurd,3,4062.5
3 BHK,1411.0,3.0,93.25,Jangali Maharaj Road,3,6608.788093550674
5 BHK,3600.0,5.0,145.0,Kalyani Nagar,5,4027.777777777778
3 BHK,2404.0,3.0,138.0,Karve Nagar,3,5740.432612312812
4 Bedroom,1200.0,4.0,190.0,Karve Road,4,15833.333333333334
3 Bedroom,1200.0,3.0,226.0,Kasba Peth,3,18833.333333333332
3 BHK,1208.0,3.0,45.0,Katraj,3,3725.1655629139073
5 Bedroom,1700.0,5.0,300.0,Khadaki,5,17647.058823529413
2 BHK,1225.0,2.0,69.84,Khadki,2,5701.224489795918
2 BHK,1162.0,2.0,69.0,Kharadi,2,5938.037865748709
3 BHK,1262.0,2.0,65.0,Kondhwa,3,5150.5546751188585
2 BHK,1050.0,2.0,35.0,Kondhwa Budruk,2,3333.3333333333335
2 BHK,1160.0,2.0,33.51,Kondhwa Khurd,2,2888.793103448276
3 Bedroom,1500.0,3.0,61.95,Koregaon Park,3,4130.0
3 BHK,1610.0,3.0,85.0,Kothrud,3,5279.503105590062
2 BHK,1340.0,2.0,41.0,Law College Road,2,3059.7014925373132
3 BHK,2275.0,4.0,182.0,Laxmi Road,3,8000.0
2 BHK,1162.0,2.0,58.0,Lulla Nagar,2,4991.394148020654
2 Bedroom,1500.0,2.0,145.0,Mahatma Gandhi Road,2,9666.666666666666
4 Bedroom,3150.0,3.0,135.0,Mangalwar peth,4,4285.714285714285
2 BHK,1170.0,2.0,65.0,Manik Bagh,2,5555.555555555556
2 BHK,980.0,2.0,25.0,Market yard,2,2551.0204081632655
3 BHK,1800.0,3.0,60.0,Model colony,3,3333.3333333333335
3 BHK,1423.0,2.0,71.73,Mukund Nagar,3,5040.758959943781
2 BHK,1106.0,2.0,40.0,Mundhawa,2,3616.6365280289333
2 BHK,1105.0,2.0,27.6,Nagar Road,2,2497.737556561086
4 Bedroom,7500.0,6.0,1800.0,Nana Peth,4,24000.0
2 BHK,1255.0,2.0,56.7,Narayan Peth,2,4517.92828685259
3 BHK,1525.0,2.0,65.0,Narayangaon,3,4262.295081967213
2 BHK,1061.0,2.0,38.95,Navi Peth,2,3671.065032987748
2 Bedroom,600.0,2.0,29.5,Padmavati,2,4916.666666666667
3 BHK,1400.0,2.0,40.45,Parvati Darshan,3,2889.2857142857147
3 BHK,2100.0,3.0,145.0,Pashan,3,6904.761904761905
2 BHK,660.0,1.0,16.5,Paud Road,2,2500.0
2 BHK,633.0,1.0,18.0,Pirangut,2,2843.6018957345973
2 BHK,1260.0,2.0,120.0,Prabhat Road,2,9523.809523809523
2 BHK,907.0,2.0,55.43,Pune Railway Station,2,6111.35611907387
3 BHK,2047.0,3.0,67.55,Rasta Peth,3,3299.9511480214946
4 BHK,2597.0,4.0,189.0,Raviwar Peth,4,7277.628032345014
2 BHK,1211.0,2.0,63.0,Sadashiv Peth,2,5202.312138728324
3 BHK,1904.0,3.0,129.0,Sahakar Nagar,3,6775.210084033613
2 BHK,1205.0,2.0,73.87,Salunke Vihar,2,6130.290456431535
2 BHK,1164.0,2.0,64.08,Sasson Road,2,5505.154639175258
2 BHK,1410.0,2.0,73.0,Satara Road,2,5177.304964539007
2 BHK,1150.0,2.0,42.0,Senapati Bapat Road,2,3652.1739130434785
2 BHK,1170.0,2.0,53.11,Shaniwar Peth,2,4539.316239316239
2 BHK,1420.0,2.0,62.0,Shivaji Nagar,2,4366.197183098591
2 BHK,1125.0,2.0,45.0,Shukrawar Peth,2,4000.0
3 BHK,1789.0,3.0,75.0,Sinhagad Road,3,4192.286193404137
2 BHK,1021.0,2.0,76.0,Somwar Peth,2,7443.682664054848
2 BHK,1074.0,2.0,26.85,Swargate,2,2500.0
2 BHK,1222.0,2.0,48.0,Tilak Road,2,3927.986906710311
3 BHK,1981.0,3.0,134.0,Uruli Devachi,3,6764.260474507824
2 BHK,1103.0,2.0,55.0,Vadgaon Budruk,2,4986.400725294651
2 BHK,1201.0,2.0,65.0,Wadgaon Sheri,2,5412.156536219817
2 BHK,970.0,2.0,36.0,Viman Nagar,2,3711.340206185567
2 BHK,920.0,2.0,33.0,Vishrant Wadi,2,3586.9565217391305
3 BHK,1520.0,3.0,85.0,Wagholi,3,5592.105263157895
3 Bedroom,675.0,3.0,75.0,Wakadewadi,3,11111.111111111111
3 BHK,1268.0,2.0,75.0,Wanowrie,3,5914.826498422713
1 BHK,660.0,1.0,30.0,Warje,1,4545.454545454545
3 BHK,1755.0,3.0,115.0,Yerawada,3,6552.706552706552
2 BHK,945.0,2.0,35.0,Alandi Road,2,3703.703703703704
1 BHK,500.0,1.0,33.0,Ambegaon Budruk,1,6600.0
4 BHK,2820.0,4.0,153.5,Anandnagar,4,5443.262411347518
4 Bedroom,1632.0,3.0,140.0,Aundh,4,8578.43137254902
2 BHK,1167.0,2.0,37.5,Aundh Road,2,3213.367609254499
2 BHK,1276.0,2.0,80.0,Balaji Nagar,2,6269.592476489028
2 BHK,1234.0,2.0,51.0,Baner,2,4132.90113452188
2 BHK,1180.0,2.0,75.0,Baner road,2,6355.932203389831
3 BHK,1370.0,2.0,87.0,Bhandarkar Road,3,6350.36496350365
2 BHK,1015.0,2.0,25.88,Bhavani Peth,2,2549.753694581281
9 Bedroom,1200.0,9.0,230.0,Bibvewadi,9,19166.666666666668
3 Bedroom,1400.0,3.0,90.0,Bopodi,3,6428.571428571428
5 Bedroom,1500.0,6.0,155.0,Budhwar Peth,5,10333.333333333334
2 Bedroom,1050.0,2.0,40.0,Bund Garden Road,2,3809.5238095238096
2 BHK,1251.0,2.0,46.0,Camp,2,3677.0583533173462
3 BHK,1677.0,3.0,92.13,Chandan Nagar,3,5493.738819320215
2 BHK,1346.0,2.0,67.38,Dapodi,2,5005.94353640416
2 BHK,1090.0,2.0,31.48,Deccan Gymkhana,2,2888.0733944954127
5 Bedroom,1200.0,4.0,240.0,Dehu Road,5,20000.0
3 BHK,1290.0,2.0,51.1,Dhankawadi,3,3961.2403100775196
5 BHK,7514.0,7.0,1500.0,Dhayari Phata,5,19962.736225712004
3 BHK,1881.0,3.0,145.0,Dhole Patil Road,3,7708.665603402445
2 BHK,1150.0,2.0,52.0,Erandwane,2,4521.739130434783
3 Bedroom,2690.0,3.0,295.0,Fergusson College Road,3,10966.542750929368
3 BHK,1200.0,2.0,42.0,Ganesh Peth,3,3500.0
3 BHK,2735.0,4.0,340.0,Ghorpade Peth,3,12431.44424131627
2 BHK,950.0,2.0,65.0,Ghorpadi,2,6842.105263157895
3 BHK,1491.0,3.0,40.5,Gokhale Nagar,3,2716.2977867203217
2 BHK,1050.0,2.0,51.66,Gultekdi,2,4920.0
3 BHK,1660.0,3.0,131.0,Guruwar peth,3,7891.566265060241
2 BHK,1134.0,2.0,55.0,Hadapsar,2,4850.088183421517
2 BHK,1100.0,2.0,60.0,Hadapsar Industrial Estate,2,5454.545454545455
4 Bedroom,800.0,4.0,60.0,Hingne Khurd,4,7500.0
2 Bedroom,1200.0,2.0,36.1,Jangali Maharaj Road,2,3008.3333333333335
4 Bedroom,1200.0,4.0,240.0,Kalyani Nagar,4,20000.0
3 Bedroom,980.0,3.0,80.0,Karve Nagar,3,8163.265306122449
2 BHK,1080.0,2.0,37.8,Karve Road,2,3499.9999999999995
1 BHK,705.0,2.0,50.0,Kasba Peth,1,7092.198581560284
3 BHK,1200.0,2.0,35.0,Katraj,3,2916.6666666666665
2 BHK,1200.0,2.0,50.0,Khadaki,2,4166.666666666667
3 BHK,1804.0,3.0,127.0,Khadki,3,7039.911308203991
2 BHK,750.0,2.0,20.0,Kharadi,2,2666.6666666666665
2 BHK,420.0,1.0,25.0,Kondhwa,2,5952.380952380952
4 BHK,2800.0,4.0,252.0,Kondhwa Budruk,4,9000.0
2 BHK,1090.0,2.0,38.37,Kondhwa Khurd,2,3520.1834862385317
2 Bedroom,1500.0,2.0,230.0,Koregaon Park,2,15333.333333333334
3 BHK,1287.0,3.0,55.0,Kothrud,3,4273.504273504273
3 BHK,2215.0,4.0,157.0,Law College Road,3,7088.03611738149
4 Bedroom,2800.0,4.0,375.0,Laxmi Road,4,13392.857142857143
2 BHK,1045.0,2.0,42.15,Lulla Nagar,2,4033.492822966507
2 BHK,1263.0,2.0,47.36,Mahatma Gandhi Road,2,3749.802058590657
3 BHK,1431.0,3.0,85.0,Mangalwar peth,3,5939.902166317261
2 BHK,999.0,2.0,32.9,Manik Bagh,2,3293.293293293293
3 BHK,1650.0,3.0,85.5,Market yard,3,5181.818181818182
3 BHK,1535.0,3.0,72.0,Model colony,3,4690.553745928339
4 BHK,2524.0,5.0,180.0,Mukund Nagar,4,7131.537242472266
3 BHK,1300.0,3.0,69.0,Mundhawa,3,5307.692307692308
3 Bedroom,600.0,3.0,125.0,Nagar Road,3,20833.333333333332
3 BHK,2095.0,3.0,150.0,Nana Peth,3,7159.904534606205
1 BHK,284.0,1.0,8.0,Narayan Peth,1,2816.9014084507044
1 BHK,500.0,1.0,14.0,Narayangaon,1,2800.0
2 BHK,1265.0,2.0,68.0,Navi Peth,2,5375.494071146245
2 BHK,1215.0,2.0,44.96,Padmavati,2,3700.411522633745
2 Bedroom,2200.0,2.0,180.0,Parvati Darshan,2,8181.818181818182
2 BHK,1028.0,2.0,51.0,Pashan,2,4961.089494163424
3 BHK,1835.0,2.0,92.0,Paud Road,3,5013.623978201635
3 BHK,1800.0,3.0,65.0,Pirangut,3,3611.1111111111113
3 BHK,2077.0,3.0,175.0,Prabhat Road,3,8425.613866153106
4 Bedroom,2880.0,3.0,211.0,Pune Railway Station,4,7326.388888888889
6 BHK,499.0,5.0,89.0,Rasta Peth,6,17835.67134268537
2 BHK,708.0,2.0,31.15,Raviwar Peth,2,4399.717514124294
2 BHK,1200.0,2.0,120.0,Sadashiv Peth,2,10000.0
2 BHK,925.0,2.0,46.25,Sahakar Nagar,2,5000.0
3 Bedroom,2826.0,3.0,148.0,Salunke Vihar,3,5237.0842179759375
1 BHK,458.0,1.0,33.66,Sasson Road,1,7349.344978165938
4 Bedroom,3500.0,4.0,150.0,Satara Road,4,4285.714285714285
4 Bedroom,5400.0,4.0,250.0,Senapati Bapat Road,4,4629.62962962963
4 Bedroom,1000.0,5.0,200.0,Shaniwar Peth,4,20000.0
3 BHK,1450.0,2.0,90.0,Shivaji Nagar,3,6206.896551724138
2 BHK,1100.0,2.0,65.0,Shukrawar Peth,2,5909.090909090909
2 BHK,1185.0,2.0,55.0,Sinhagad Road,2,4641.350210970464
4 Bedroom,1900.0,4.0,80.0,Somwar Peth,4,4210.526315789473
2 Bedroom,1200.0,2.0,70.0,Swargate,2,5833.333333333333
1 BHK,660.0,1.0,35.0,Tilak Road,1,5303.030303030303
3 BHK,1920.0,4.0,121.0,Uruli Devachi,3,6302.083333333333
2 Bedroom,1200.0,2.0,130.0,Vadgaon Budruk,2,10833.333333333334
4 BHK,4550.0,2.0,240.0,Viman Nagar,4,5274.725274725275
2 BHK,1205.0,2.0,68.32,Vishrant Wadi,2,5669.709543568464
2 BHK,1200.0,2.0,46.0,Wagholi,2,3833.3333333333335
3 BHK,1421.0,2.0,73.0,Wakadewadi,3,5137.227304714989
3 BHK,1250.0,3.0,48.9,Wanowrie,3,3912.0
1 BHK,524.0,1.0,29.0,Warje,1,5534.3511450381675
5 Bedroom,4200.0,5.0,245.0,Yerawada,5,5833.333333333333
3 BHK,1540.0,3.0,90.0,Alandi Road,3,5844.1558441558445
2 BHK,984.0,2.0,45.91,Ambegaon Budruk,2,4665.650406504065
2 BHK,985.0,2.0,50.17,Anandnagar,2,5093.401015228426
4 BHK,2830.0,4.0,161.0,Aundh,4,5689.04593639576
2 BHK,1140.0,2.0,60.0,Aundh Road,2,5263.1578947368425
5 Bedroom,3600.0,5.0,130.0,Balaji Nagar,5,3611.1111111111113
3 BHK,1410.0,2.0,44.42,Baner,3,3150.354609929078
3 BHK,1700.0,2.0,86.0,Baner road,3,5058.823529411765
2 BHK,1360.0,2.0,62.425,Bhandarkar Road,2,4590.073529411765
4 Bedroom,1800.0,3.0,700.0,Bhavani Peth,4,38888.88888888889
2 BHK,1333.0,2.0,86.65,Bibvewadi,2,6500.375093773443
2 BHK,1258.0,2.0,85.5,Bopodi,2,6796.502384737679
3 BHK,1458.0,2.0,87.0,Budhwar Peth,3,5967.078189300411
2 BHK,1386.0,2.0,85.0,Bund Garden Road,2,6132.7561327561325
2 BHK,1140.0,2.0,32.92,Camp,2,2887.719298245614
1 RK,550.0,1.0,27.0,Chandan Nagar,1,4909.090909090909
2 BHK,1200.0,2.0,83.0,Dapodi,2,6916.666666666667
2 BHK,1081.0,2.0,39.0,Deccan Gymkhana,2,3607.7705827937093
4 BHK,2135.0,3.0,149.0,Dehu Road,4,6978.922716627635
4 Bedroom,2500.0,4.0,100.0,Dhankawadi,4,4000.0
2 BHK,1178.0,2.0,80.0,Dhayari Phata,2,6791.171477079796
2 BHK,991.0,2.0,40.0,Dhole Patil Road,2,4036.326942482341
3 BHK,1493.0,2.0,90.0,Erandwane,3,6028.131279303416
3 BHK,2495.0,3.0,130.0,Fatima Nagar,3,5210.420841683367
2 BHK,1080.0,2.0,31.99,Fergusson College Road,2,2962.037037037037
2 BHK,814.0,2.0,53.0,Ganesh Peth,2,6511.056511056511
2 BHK,1025.0,2.0,50.0,Ganeshkhind,2,4878.048780487805
2 BHK,1115.0,2.0,61.0,Ghorpade Peth,2,5470.85201793722
4 BHK,3075.0,2.0,188.0,Ghorpadi,4,6113.821138211382
7 Bedroom,1900.0,3.0,162.0,Gokhale Nagar,7,8526.315789473685
3 BHK,1760.0,3.0,160.0,Gultekdi,3,9090.90909090909
7 BHK,4000.0,8.0,150.0,Guruwar peth,7,3750.0
4 Bedroom,3090.0,4.0,350.0,Hadapsar,4,11326.860841423948
4 Bedroom,2700.0,4.0,295.0,Hadapsar Industrial Estate,4,10925.925925925925
2 BHK,1175.0,2.0,52.86,Hingne Khurd,2,4498.723404255319
4 BHK,4235.0,5.0,364.0,Jangali Maharaj Road,4,8595.04132231405
2 BHK,1100.0,2.0,45.0,Kalyani Nagar,2,4090.909090909091
8 Bedroom,1200.0,7.0,175.0,Karve Nagar,8,14583.333333333334
2 BHK,1450.0,2.0,50.75,Karve Road,2,3500.0
3 BHK,1810.0,3.0,131.0,Kasba Peth,3,7237.5690607734805
3 BHK,1426.0,2.0,71.0,Katraj,3,4978.962131837307
3 BHK,2400.0,2.0,195.0,Khadaki,3,8125.0
2 BHK,1100.0,2.0,70.0,Khadki,2,6363.636363636364
1 BHK,650.0,1.0,35.0,Kharadi,1,5384.615384615385
3 BHK,1350.0,3.0,47.25,Kondhwa,3,3500.0
2 BHK,900.0,2.0,27.0,Kondhwa Budruk,2,3000.0
2 BHK,1360.0,2.0,110.0,Kondhwa Khurd,2,8088.235294117647
1 BHK,674.0,1.0,36.85,Koregaon Park,1,5467.359050445104
3 BHK,1655.0,3.0,110.0,Kothrud,3,6646.525679758308
2 Bedroom,1300.0,2.0,95.0,Law College Road,2,7307.692307692308
1 BHK,936.0,1.0,53.0,Laxmi Road,1,5662.393162393162
2 BHK,1277.0,2.0,92.0,Lulla Nagar,2,7204.385277995301
2 BHK,1200.0,2.0,54.0,Mahatma Gandhi Road,2,4500.0
2 BHK,1015.0,2.0,39.08,Mangalwar peth,2,3850.246305418719
2 BHK,1153.0,2.0,60.0,Manik Bagh,2,5203.816131830009
2 BHK,1035.0,2.0,51.5,Market yard,2,4975.84541062802
5 BHK,3300.0,3.0,255.0,Model colony,5,7727.272727272727
2 BHK,1150.0,2.0,46.0,Mukund Nagar,2,4000.0
2 BHK,1020.0,2.0,80.0,Mundhawa,2,7843.137254901961
4 BHK,3715.0,6.0,212.5,Nagar Road,4,5720.053835800808
2 BHK,1160.0,2.0,95.0,Nana Peth,2,8189.6551724137935
3 BHK,1075.0,2.0,31.0,Narayan Peth,3,2883.720930232558
2 BHK,1225.0,2.0,72.0,Narayangaon,2,5877.551020408163
4 Bedroom,5000.0,5.0,950.0,Navi Peth,4,19000.0
2 Bedroom,1600.0,2.0,160.0,Padmavati,2,10000.0
2 Bedroom,600.0,1.0,90.0,Parvati Darshan,2,15000.0
3 BHK,1350.0,3.0,60.0,Pashan,3,4444.444444444444
3 BHK,1300.0,3.0,69.0,Paud Road,3,5307.692307692308
2 BHK,830.0,2.0,36.28,Pirangut,2,4371.084337349397
2 BHK,1155.0,2.0,69.18,Prabhat Road,2,5989.6103896103905
4 BHK,3126.0,5.0,345.0,Pune Railway Station,4,11036.468330134358
2 BHK,905.0,2.0,55.0,Rasta Peth,2,6077.348066298343
3 BHK,1375.0,2.0,75.0,Raviwar Peth,3,5454.545454545455
2 BHK,1140.0,2.0,33.84,Sahakar Nagar,2,2968.421052631579
3 BHK,1550.0,2.0,60.0,Salunke Vihar,3,3870.967741935484
2 BHK,957.0,2.0,55.0,Sasson Road,2,5747.126436781609
2 BHK,890.0,2.0,45.0,Satara Road,2,5056.179775280899
4 BHK,3000.0,4.0,235.0,Senapati Bapat Road,4,7833.333333333333
2 BHK,1070.0,2.0,55.0,Shaniwar Peth,2,5140.186915887851
5 Bedroom,2400.0,5.0,150.0,Shivaji Nagar,5,6250.0
4 Bedroom,2400.0,4.0,595.0,Shukrawar Peth,4,24791.666666666668
2 BHK,925.0,2.0,37.0,Sinhagad Road,2,4000.0
2 BHK,1415.0,2.0,60.0,Somwar Peth,2,4240.282685512368
1 Bedroom,500.0,2.0,80.0,Swargate,1,16000.0
2 BHK,1225.0,2.0,37.0,Tilak Road,2,3020.408163265306
4 Bedroom,2000.0,4.0,90.0,Uruli Devachi,4,4500.0
1 BHK,840.0,1.0,57.0,Vadgaon Budruk,1,6785.714285714285
9 Bedroom,1560.0,9.0,200.0,Wadgaon Sheri,9,12820.51282051282
3 BHK,1732.0,3.0,112.0,Viman Nagar,3,6466.512702078522
1 Bedroom,1200.0,1.0,45.0,Vishrant Wadi,1,3750.0
2 BHK,1260.0,2.0,69.9,Wagholi,2,5547.619047619049
2 BHK,1092.0,2.0,49.0,Wakadewadi,2,4487.179487179487
2 BHK,827.0,2.0,34.0,Wanowrie,2,4111.24546553809
2 BHK,1357.0,2.0,54.0,Warje,2,3979.3662490788506
2 BHK,650.0,1.0,40.0,Yerawada,2,6153.846153846154
3 BHK,1370.0,2.0,54.79,Alandi Road,3,3999.2700729927005
3 BHK,1725.0,3.0,106.0,Ambegaon Budruk,3,6144.927536231884
2 BHK,1000.0,2.0,70.0,Anandnagar,2,7000.0
1 Bedroom,1350.0,1.0,55.0,Aundh,1,4074.074074074074
4 Bedroom,3200.0,4.0,350.0,Aundh Road,4,10937.5
3 BHK,1717.0,3.0,110.0,Balaji Nagar,3,6406.523005241701
2 BHK,700.0,2.0,34.0,Baner,2,4857.142857142857
2 BHK,800.0,2.0,32.0,Baner road,2,4000.0
3 BHK,2367.0,4.0,340.0,Bhandarkar Road,3,14364.17405999155
3 BHK,1415.0,2.0,65.0,Bhavani Peth,3,4593.639575971732
3 BHK,1976.0,3.0,145.0,Bibvewadi,3,7338.056680161943
2 BHK,883.0,2.0,37.01,Bopodi,2,4191.392978482446
1 BHK,700.0,1.0,38.0,Budhwar Peth,1,5428.571428571428
3 BHK,1445.0,3.0,50.0,Bund Garden Road,3,3460.2076124567475
3 BHK,2082.0,3.0,104.0,Camp,3,4995.1969260326605
2 BHK,1140.0,2.0,46.0,Chandan Nagar,2,4035.0877192982457
2 BHK,933.0,2.0,66.0,Dapodi,2,7073.954983922829
4 Bedroom,800.0,5.0,95.5,Deccan Gymkhana,4,11937.5
2 BHK,1155.0,2.0,57.0,Dehu Road,2,4935.064935064935
2 BHK,1130.0,2.0,36.0,Dhankawadi,2,3185.8407079646017
2 BHK,1200.0,2.0,73.2,Dhayari Phata,2,6100.0
2 BHK,1055.0,2.0,43.0,Dhole Patil Road,2,4075.829383886256
3 BHK,1555.0,3.0,125.0,Erandwane,3,8038.585209003216
3 BHK,1420.0,3.0,62.0,Fatima Nagar,3,4366.197183098591
3 BHK,2214.0,3.0,350.0,Fergusson College Road,3,15808.491418247515
1 BHK,658.0,1.0,26.91,Ganesh Peth,1,4089.665653495441
2 BHK,896.9,2.0,78.74,Ganeshkhind,2,8779.128107927305
4 Bedroom,4000.0,3.0,750.0,Ghorpade Peth,4,18750.0
2 BHK,1035.0,2.0,40.0,Ghorpadi,2,3864.7342995169083
4 Bedroom,2064.0,5.0,225.0,Gokhale Nagar,4,10901.162790697674
3 BHK,1839.0,3.0,160.0,Gultekdi,3,8700.380641653072
2 BHK,1200.0,2.0,44.0,Guruwar peth,2,3666.6666666666665
1 BHK,488.0,1.0,20.0,Hadapsar,1,4098.360655737705
3 BHK,1200.0,2.0,198.0,Hadapsar Industrial Estate,3,16500.0
5 Bedroom,2760.0,5.0,140.0,Hingne Khurd,5,5072.463768115942
2 BHK,993.0,2.0,42.0,Jangali Maharaj Road,2,4229.607250755287
2 BHK,1225.0,2.0,45.0,Kalyani Nagar,2,3673.469387755102
2 Bedroom,900.0,2.0,55.0,Karve Nagar,2,6111.111111111111
9 Bedroom,1200.0,13.0,150.0,Karve Road,9,12500.0
2 BHK,825.0,2.0,32.0,Kasba Peth,2,3878.787878787879
4 BHK,3596.0,4.0,359.0,Katraj,4,9983.314794215796
6 Bedroom,1350.0,4.0,203.0,Khadaki,6,15037.037037037036
3 BHK,1800.0,3.0,92.0,Khadki,3,5111.111111111111
2 BHK,925.0,2.0,100.0,Kharadi,2,10810.81081081081
2 BHK,1167.0,2.0,63.0,Kondhwa,2,5398.457583547558
2 BHK,1150.0,2.0,41.0,Kondhwa Budruk,2,3565.217391304348
1 BHK,650.0,1.0,50.0,Kondhwa Khurd,1,7692.307692307692
1 BHK,675.0,1.0,27.0,Koregaon Park,1,4000.0
2 Bedroom,2260.0,3.0,90.0,Kothrud,2,3982.3008849557523
1 BHK,720.0,1.0,32.39,Law College Road,1,4498.611111111111
3 Bedroom,4800.0,4.0,600.0,Laxmi Road,3,12500.0
2 BHK,1100.0,2.0,58.0,Lulla Nagar,2,5272.727272727273
2 BHK,550.0,1.0,20.0,Mahatma Gandhi Road,2,3636.3636363636365
3 BHK,1330.0,2.0,58.0,Mangalwar peth,3,4360.902255639097
2 BHK,1320.0,2.0,160.0,Manik Bagh,2,12121.212121212122
3 BHK,1685.0,4.0,185.0,Market yard,3,10979.228486646884
